ID,Count
18288,235.3306079451326
18289,199.16540755130774
18290,161.95870961848664
18291,131.55104185381936
18292,111.2999190192685
18293,101.69999178643114
18294,102.87480962419116
18295,115.83836776222441
18296,141.90703613861768
18297,179.44603890717207
18298,219.2023400050833
18299,245.96003744206743
18300,251.25903019269697
18301,241.89306319394433
18302,231.44338786216915
18303,228.47315166419068
18304,233.39253647938946
18305,241.15027348505058
18306,246.1846877337381
18307,246.98924040871063
18308,245.99223337682045
18309,244.96583822829228
18310,241.2947793462532
18311,229.0689627908828
18312,204.78485653120623
18313,171.9720025940797
18314,138.7724333505229
18315,111.86454541695699
18316,93.94010158956901
18317,85.21367294701255
18318,85.58943411035843
18319,95.71810483999566
18320,116.49359189918395
18321,146.39733250395005
18322,177.791050362382
18323,198.41704702429408
18324,201.69289984254928
18325,193.3180356498737
18326,184.25536957061783
18327,181.30264369393475
18328,184.72990689108315
18329,190.51406049789523
18330,194.27479020817424
18331,194.84764166309486
18332,194.1615023300349
18333,193.62023227752468
18334,191.15686121521944
18335,182.0584425646673
18336,163.44116432679576
18337,137.96380639397583
18338,112.01731039825059
18339,90.94586680749059
18340,76.99893861019272
18341,70.48854607309515
18342,71.52074419282472
18343,80.87740722548108
18344,99.62389916203868
18345,126.82807740570071
18346,156.16630470452853
18347,176.8499585058927
18348,182.5552281359532
18349,177.8097774003508
18350,172.3275867639059
18351,172.51588680498364
18352,178.9187906940578
18353,187.8906867398409
18354,195.15511637594958
18355,199.40129390878215
18356,202.4445192582619
18357,205.6837278367182
18358,206.86935065288938
18359,200.66835502180103
18360,209.3410802147802
18361,180.0796357008396
18362,148.92126721804883
18363,123.06874285914162
18364,105.97915249656947
18365,98.59641382836514
18366,101.57285972330207
18367,116.50238241520158
18368,145.39758281712503
18369,187.32145920241024
18370,233.13199385959498
18371,266.50228872352733
18372,277.32532482268874
18373,271.92602842556363
18374,264.9337798937399
18375,266.24266287156627
18376,276.7863292958371
18377,290.943075767417
18378,302.0473449731595
18379,308.03652425031885
18380,311.71609283257595
18381,315.2456060482406
18382,315.1950093716853
18383,303.5703987021921
18384,275.1818444441646
18385,234.19086558628544
18386,191.4092558193258
18387,156.1902500727087
18388,132.69861794656507
18389,121.7109605551766
18390,123.53682692643083
18391,139.533193734305
18392,171.41344834573488
18393,217.31469925829586
18394,266.0935346590899
18395,299.2466032328455
18396,306.3557488926754
